Epochs;Batch Size;Number of Neurons (Hidden Layers);Number of Hidden Layers;Activation;Learning Rate;Optimizer;Starting loss;Final loss;Training accuracy;Testing accuracy
60;64;500;2;ReLU;0.01;Adam;98.65679824561403;90.91796875
60;64;500;2;ReLU;0.01;SGD;98.84868421052632;90.625
60;64;500;3;sigmoid;0.0001;Adam;73.32785087719299;66.40625
60;64;500;3;sigmoid;0.0001;SGD;13.774671052631579;12.890625
60;64;500;3;sigmoid;0.01;Adam;16.365131578947366;17.529296875
60;64;500;3;sigmoid;0.01;SGD;16.365131578947366;17.529296875
60;64;500;3;ReLU;0.0001;Adam;99.86293859649122;91.11328125
60;64;500;3;ReLU;0.0001;SGD;13.774671052631579;12.98828125
60;64;500;3;ReLU;0.01;Adam;97.1765350877193;89.306640625
60;64;500;3;ReLU;0.01;SGD;99.25986842105263;90.72265625
